David Trezeguet,91,271000
Bobby Moore,87,207000
Peter Schmeichel,92,339000
Franco Baresi,91,242000
Ian Rush,91,353000
Rio Ferdinand,88,652000
Petr Cech,91,504000
Ferenc Puskas,92,1700000
Andriy Shevchenko,86,269000
Gennaro Gattuso,85,314000
Ian Wright,85,211000
Michael Essien,87,570000
Bobby Moore,92,298000
Roberto Carlos,86,486000
Luis Figo,90,642000
Ashley Cole,87,271000
Steven Gerrard,86,355000
Juan Roman Riquelme,87,174000
Lothar Matthaus,88,942000
Michael Essien,90,1423000
Marc Overmars,88,307000
Pep Guardiola,90,563000
Samuel Eto'O,87,1416000
Rui Costa,85,161000
John Barnes,87,176000
Andriy Shevchenko,88,181000
Alessandro Del Piero,92,653000
Ashley Cole,85,342000
Fabio Cannavaro,89,367000
Bastian Schweinsteiger,87,323000
Hidetoshi Nakata,85,135000
Edwin Van Der Sar,87,333000
Michael Ballack,91,1045000
Alessandro Nesta,90,217000
Puyol,92,387000
Christian Vieri,88,138000
Gennaro Gattuso,87,240000
Nemanja Vidic,90,732000
Ferenc Puskas,89,1530000
Thierry Henry,93,1765000
Michael Ballack,89,644000
Frank Lampard,88,184000
Davor Suker,87,325000
Michael Owen,88,273000
Edwin Van Der Sar,89,360000
Emmanuel Petit,90,876000
Andrea Pirlo,90,403000
Andrea Pirlo,88,311000
Fabio Cannavaro,92,814000
Pavel Nedved,91,525000
Fernando Hierro,91,361000
Eric Cantona,88,1447000
Michael Laudrup,89,131000
Patrick Kluivert,86,184000
Ronaldo Nazario,90,2248000
Hristo Stoichkov,87,441000
Xavi,90,510000
Gianfranco Zola,90,575000
Filippo Inzaghi,90,151000
Frank Rijkaard,88,421000
Roy Keane,86,208000
Rui Costa,88,191000
Emmanuel Petit,88,596000
Gary Lineker,87,159000
Roberto Baggio,93,642000
Frank Lampard,86,236000
Kenny Dalglish,87,887000
Ronald Koeman,85,178000
Alessandro Del Piero,90,612000
Miroslav Klose,87,131000
David Trezeguet,89,181000
Miroslav Klose,89,167000
Jay-Jay Okocha,85,311000
Laurent Blanc,85,895000
Rio Ferdinand,90,1240000
Emmanuel Petit,85,226000
Steven Gerrard,89,631000
Gheorghe Hagi,89,326000
Fernando Torres,88,777000
Henrik Larsson,87,144000
Filippo Inzaghi,87,128000
Deco,90,298000
Fernando Torres,91,1530000
Hristo Stoichkov,90,555000
Clarence Seedorf,88,814000
Roberto Carlos,88,663000
Clarence Seedorf,85,599000
Marco Van Basten,93,497000
Peter Schmeichel,86,162000
Robert Pires,85,149000
Peter Schmeichel,90,240000
Dennis Bergkamp,87,216000
Davor Suker,90,516000
Didier Drogba,89,519000
Ian Wright,89,289000
Laurent Blanc,91,796000
Hidetoshi Nakata,88,225000
Ruud Van Nistelrooy,90,185000
Rivaldo,92,543000
Gary Lineker,92,461000
Kenny Dalglish,90,1067000
Ruud Gullit,86,1066000
Hernan Crespo,90,680000
Luis Hernandez,85,329000
Luis Figo,88,489000
Garrincha,90,1035000
Christian Vieri,90,199000
Phillip Lahm,87,460000
Marc Overmars,86,158000
Clarence Seedorf,91,671000
Paul Scholes,91,357000
Dennis Bergkamp,92,620000
Phillip Lahm,89,955000
Hugo Sanchez,92,980000
Marc Overmars,90,438000
Michael Ballack,86,395000
Marcel Desailly,87,844000
Patrick Kluivert,91,373000
Xavi,93,1296000
Ian Rush,87,195000
Gianluca Zambrotta,89,644000
Alan Shearer,89,181000
David Trezeguet,86,143000
Fernando Hierro,86,235000
Franco Baresi,93,376000
Pep Guardiola,85,214000
Roberto Carlos,91,990000
Bastian Schweinsteiger,89,421000
Hernan Crespo,85,201000
Lev Yashin,89,269000
Jay-Jay Okocha,90,467000
Hernan Crespo,87,280000
Socrates,89,498000
Patrick Kluivert,88,202000
Henrik Larsson,86,183000
Raul,92,911000
Rio Ferdinand,85,840000
Edwin Van Der Sar,91,461000
Gianfranco Zola,85,578000
Thierry Henry,87,528000
Gennaro Gattuso,89,356000
Thierry Henry,90,719000
Juan Sebastian Veron,86,283000
Ian Rush,89,198000
Claude Makelele,85,254000
Didier Drogba,91,1163000
Kaka,91,1246000
Socrates,87,393000
Michael Owen,86,157000
Lev Yashin,91,298000
Frank Rijkaard,86,240000
Pavel Nedved,86,298000
Frank Rijkaard,90,741000
David Beckham,89,472000
Deco,87,150000
Kenny Dalglish,92,1598000
Ruud Van Nistelrooy,92,388000
Jari Litmanen,90,211000
Paul Scholes,87,194000
Zinedine Zidane,91,1815000
Ryan Giggs,87,194000
Hristo Stoichkov,92,1215000
Carlos Alberto Torres,90,614000
Gianluca Zambrotta,87,338000
Emilio Butragueno,92,1430000
John Barnes,89,367000
Henrik Larsson,90,561000
Steven Gerrard,91,815000
Ashley Cole,89,524000
Claude Makelele,87,546000
Michael Laudrup,91,290000
Emilio Butragueno,90,972000
Bobby Moore,89,176000
Andrea Pirlo,92,584000
Claude Makelele,90,837000
Patrick Vieira,86,1519000
Luis Hernandez,90,604000
Alessandro Del Piero,87,695000
Marcel Desailly,88,713000
Sol Campbell,85,555000
Marco Van Basten,89,241000
Diego Maradona,95,1796000
Nemanja Vidic,85,349000
Juan Sebastian Veron,88,379000
Socrates,91,905000
Puyol,86,220000
Juan Sebastian Veron,90,606000
Didier Drogba,87,550000
Alessandro Nesta,88,221000
George Best,88,917000
Javier Zanetti,92,627000
Hidetoshi Nakata,86,140000
Petr Cech,86,235000
Lothar Matthaus,91,1500000
Ronald Koeman,88,377000
Davor Suker,85,259000
